FULL ADDRESS,PARCEL_NO,X,Y,C.TRACT.,C.BLOCK.,CASE#,V.I.D,VIOLATION TYPE,ISSUED,COMP_TYPE
2224  GRAND AV,017000090124,1386083,416125,92.00,1003,B202202544,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 09/12/2022,CBHCODE
2224  GRAND AV,017000090124,1386083,416125,92.00,1003,B202202544,BCOE414,REPAIR WINDOWS, 09/12/2022,CBHCODE
1211  ELBERON AV,017300020076,1382583,412412,92.00,2000,B202203536,CD07159791,PAINT EXTERIOR, 08/01/2022,CBHCODE
1214  DROTT AV,017300030058,1381644,412573,92.00,2000,B201904103,BCOE411,REPAIR SIDING, 06/11/2019,CBHCODE
1214  DROTT AV,017300030058,1381644,412573,92.00,2000,B201904103,BCOE413,PAINT EXTERIOR, 06/11/2019,CBHCODE
1214  DROTT AV,017300030058,1381644,412573,92.00,2000,B201908113,BCOE411,REPAIR SIDING, 12/06/2019,CBHCODE
1214  DROTT AV,017300030058,1381644,412573,92.00,2000,B201908113,BCOE413,PAINT EXTERIOR, 12/06/2019,CBHCODE
1234  BLANCHARD AV,017300020054,1382458,412727,92.00,2000,B202006437,CD06297438,PAINT EXTERIOR, 01/15/2021,CBHCODE
1234  BLANCHARD AV,017300020054,1382458,412727,92.00,2000,B202006437,CD06297439,REPAIR WINDOWS, 01/15/2021,CBHCODE
1234  BLANCHARD AV,017300020054,1382458,412727,92.00,2000,B202106293,BCOE413,PAINT EXTERIOR, 02/01/2022,CBHCODE
1234  BLANCHARD AV,017300020054,1382458,412727,92.00,2000,B202106293,CD06862290,REPAIR WINDOWS, 02/01/2022,CBHCODE
1256  FAIRBANKS AV,017300030176,1381947,412945,92.00,2000,B201907103,CD05737788,DEFECTIVE PLUMBING LINES, 10/14/2019,CBHCODE
1263  ROSS AV,017400040082,1380345,413290,92.00,2000,B202202340,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 05/20/2022,CBHCODE
1263  ROSS AV,017400040082,1380345,413290,92.00,2000,B202202340,BCOE413,PAINT EXTERIOR, 05/20/2022,CBHCODE
1263  ROSS AV,017400040082,1380345,413290,92.00,2000,B202202340,BCOE667,INSECT AND RODENT CONTROL, 05/20/2022,CBHCODE
1263  ROSS AV,017400040082,1380345,413290,92.00,2000,B202202340,CD07032515,REPAIR LEAK AND DAMAGE, 05/20/2022,CBHCODE
1263  ROSS AV,017400040082,1380345,413290,92.00,2000,B202202340,CD07032519,REPAIR WATER CLOSET (TOILET), 05/20/2022,CBHCODE
1263  ROSS AV,017400040082,1380345,413290,92.00,2000,B202202340,CD07032522,TOILET ROOM SURFACES, 05/20/2022,CBHCODE
1266  QUEBEC RD,017400050253,1379910,413284,92.00,2000,B201904496,BCOE605,REPAIR LEAK AND DAMAGE, 06/18/2019,CBHCODE
1266  QUEBEC RD,017400050253,1379910,413284,92.00,2000,B202000188,CD05864253,TOILET ROOM SURFACES, 01/24/2020,CBHCODE
1266  QUEBEC RD,017400050253,1379910,413284,92.00,2000,B202000188,CD05864254,REPAIR LEAK AND DAMAGE, 01/24/2020,CBHCODE
1266  QUEBEC RD,017400050253,1379910,413284,92.00,2000,B202000188,CD05864257,DEFECTIVE PLUMBING LINES, 01/24/2020,CBHCODE
1280  FAIRBANKS AV,017300030163,1381970,413184,92.00,2000,B202104144,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 09/15/2021,CBHCODE
1280  FAIRBANKS AV,017300030163,1381970,413184,92.00,2000,B202104144,BCOE411,REPAIR SIDING, 09/15/2021,CBHCODE
1280  FAIRBANKS AV,017300030163,1381970,413184,92.00,2000,B202104144,BCOE412,WEATHERTIGHT EXTERIOR, 09/15/2021,CBHCODE
1280  FAIRBANKS AV,017300030163,1381970,413184,92.00,2000,B202104144,BCOE413,PAINT EXTERIOR, 09/15/2021,CBHCODE
1280  FAIRBANKS AV,017300030163,1381970,413184,92.00,2000,B202104144,CD06690882,REPAIR WINDOWS, 09/15/2021,CBHCODE
1280  FAIRBANKS AV,017300030163,1381970,413184,92.00,2000,B202205525,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 10/25/2022,CBHCODE
1280  FAIRBANKS AV,017300030163,1381970,413184,92.00,2000,B202205525,BCOE411,REPAIR SIDING, 10/25/2022,CBHCODE
1280  FAIRBANKS AV,017300030163,1381970,413184,92.00,2000,B202205525,BCOE414,REPAIR WINDOWS, 10/25/2022,CBHCODE
1282  QUEBEC RD,017400050250,1379938,413453,92.00,2000,B201907096,BCOE412,WEATHERTIGHT EXTERIOR, 11/06/2019,CBHCODE
1282  QUEBEC RD,017400050250,1379938,413453,92.00,2000,B201907096,BCOE413,PAINT EXTERIOR, 11/06/2019,CBHCODE
1282  QUEBEC RD,017400050250,1379938,413453,92.00,2000,B202202378,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 07/28/2022,CBHCODE
1282  QUEBEC RD,017400050250,1379938,413453,92.00,2000,B202202378,BCOE412,WEATHERTIGHT EXTERIOR, 07/28/2022,CBHCODE
1282  QUEBEC RD,017400050250,1379938,413453,92.00,2000,B202202378,BCOE413,PAINT EXTERIOR, 07/28/2022,CBHCODE
1282  QUEBEC RD,017400050250,1379938,413453,92.00,2000,B202202378,BCOE414,REPAIR WINDOWS, 07/28/2022,CBHCODE
1602  DOROTHY LN,020400140130,1380313,413495,92.00,2000,B201907955,CD05801164,DEFECTIVE GAS APPLIANCE, 12/04/2019,CBHCODE
1605  ROSS AV,020400140064,1380527,413601,92.00,2000,B202104156,BCOE413,PAINT EXTERIOR, 08/25/2021,CBHCODE
1605  ROSS AV,020400140064,1380527,413601,92.00,2000,B202104156,BCOE414,REPAIR WINDOWS, 08/25/2021,CBHCODE
1605  ROSS AV,020400140064,1380527,413601,92.00,2000,B202104156,CD06636387,REPAIR SIDING, 08/25/2021,CBHCODE
1605  ROSS AV,020400140064,1380527,413601,92.00,2000,B202206555,BCOE413,PAINT EXTERIOR, 01/19/2023,CBHCODE
1605  ROSS AV,020400140064,1380527,413601,92.00,2000,B202206555,BCOE414,REPAIR WINDOWS, 01/19/2023,CBHCODE
1605  ROSS AV,020400140064,1380527,413601,92.00,2000,B202206555,CD07401131,REPAIR SIDING, 01/19/2023,CBHCODE
1605  ROSS AV,020400140064,1380527,413601,92.00,2000,B202201430,BCOE413,PAINT EXTERIOR, 03/25/2022,CBHCODE
1605  ROSS AV,020400140064,1380527,413601,92.00,2000,B202201430,BCOE414,REPAIR WINDOWS, 03/25/2022,CBHCODE
1605  ROSS AV,020400140064,1380527,413601,92.00,2000,B202201430,CD06946653,REPAIR SIDING, 03/25/2022,CBHCODE
1610  DOROTHY LN,020400140107,1380325,413572,92.00,2000,B201805355,BCOE411,REPAIR SIDING, 08/06/2018,CBHCODE
1610  DOROTHY LN,020400140107,1380325,413572,92.00,2000,B201805355,BCOE413,PAINT EXTERIOR, 08/06/2018,CBHCODE
1610  DOROTHY LN,020400140107,1380325,413572,92.00,2000,B201805355,BCOE414,REPAIR WINDOWS, 08/06/2018,CBHCODE
1610  DOROTHY LN,020400140107,1380325,413572,92.00,2000,B201808110,BCOE413,PAINT EXTERIOR, 01/03/2019,CBHCODE
1610  DOROTHY LN,020400140107,1380325,413572,92.00,2000,B201808110,BCOE414,REPAIR WINDOWS, 01/03/2019,CBHCODE
1626  QUEBEC RD,020400140085,1380017,413863,92.00,2000,B202101695,BCOE400,REPAIR ROOF, 04/07/2021,CBHCODE
1626  QUEBEC RD,020400140085,1380017,413863,92.00,2000,B202104350,BCOE400,REPAIR ROOF, 10/22/2021,CBHCODE
1626  QUEBEC RD,020400140085,1380017,413863,92.00,2000,B202104350,CD06749706,PAINT EXTERIOR, 10/22/2021,CBHCODE
1626  QUEBEC RD,020400140085,1380017,413863,92.00,2000,B202205069,BCOE400,REPAIR ROOF, 10/21/2022,CBHCODE
1628  QUEBEC RD,020400140088,1380033,413906,92.00,2000,B202105651,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 01/05/2022,CBHCODE
1628  QUEBEC RD,020400140088,1380033,413906,92.00,2000,B202203292,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 07/28/2022,CBHCODE
1630  ATSON LN,020400140125,1380326,413774,92.00,2000,B201805539,BCOE413,PAINT EXTERIOR, 08/22/2018,CBHCODE
1630  ATSON LN,020400140125,1380326,413774,92.00,2000,B201805539,CD05124412,REPAIR WINDOWS, 08/22/2018,CBHCODE
1632  QUEBEC RD,020400140090,1380076,413987,92.00,2000,B201903710,BCOE400,REPAIR ROOF, 05/01/2019,CBHCODE
1632  QUEBEC RD,020400140090,1380076,413987,92.00,2000,B201903710,BCOE413,PAINT EXTERIOR, 05/01/2019,CBHCODE
1632  QUEBEC RD,020400140090,1380076,413987,92.00,2000,B202101696,BCOE400,REPAIR ROOF, 04/09/2021,CBHCODE
1632  QUEBEC RD,020400140090,1380076,413987,92.00,2000,B202205072,BCOE400,REPAIR ROOF, 10/21/2022,CBHCODE
1632  QUEBEC RD,020400140090,1380076,413987,92.00,2000,B202202892,CD07069219,PAINT EXTERIOR, 06/13/2022,CBHCODE
1638  ATSON LN,020400140146,1380384,413823,92.00,2000,B202202879,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 05/27/2022,CBHCODE
1648  QUEBEC RD,020400140091,1380313,414258,92.00,2000,B201801921,BCOE400,REPAIR ROOF, 02/09/2018,CBHCODE
1648  QUEBEC RD,020400140091,1380313,414258,92.00,2000,B201801921,BCOE413,PAINT EXTERIOR, 02/09/2018,CBHCODE
1648  QUEBEC RD,020400140091,1380313,414258,92.00,2000,B201801921,CD04806210,REPAIR WINDOWS, 02/09/2018,CBHCODE
1654  ATSON LN,020400140172,1380504,413740,92.00,2000,B202202392,CD07047280,REPAIR MECHANICAL VENT, 08/01/2022,CBHCODE
1663  ATSON LN,020400140166,1380531,414017,92.00,2000,B202202379,BCOE414,REPAIR WINDOWS, 05/26/2022,CBHCODE
1725  ATSON LN,020400140196,1381193,414384,92.00,2000,B201906577,BCOE413,PAINT EXTERIOR, 09/24/2019,CBHCODE
1733  GRAND AV,020400200181,1384174,413949,92.00,2000,B202201073,CD06921206,PAINT EXTERIOR, 03/10/2022,CBHCODE
1733  GRAND AV,020400200181,1384174,413949,92.00,2000,B202201073,CD06921207,REPAIR WINDOWS, 03/10/2022,CBHCODE
1737  GRAND AV,020400200182,1384203,413993,92.00,2000,B201903924,BCOE413,PAINT EXTERIOR, 05/10/2019,CBHCODE
1737  GRAND AV,020400200182,1384203,413993,92.00,2000,B201903924,CD05501769,REPAIR GUTTERS AND DOWNSPOUTS, 05/10/2019,CBHCODE
1737  GRAND AV,020400200182,1384203,413993,92.00,2000,B201908111,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 12/05/2019,CBHCODE
1737  GRAND AV,020400200182,1384203,413993,92.00,2000,B201908111,BCOE413,PAINT EXTERIOR, 12/05/2019,CBHCODE
1737  GRAND AV,020400200182,1384203,413993,92.00,2000,B202104539,CD06675010,TOILET ROOM SURFACES, 08/31/2021,CBHCODE
1737  GRAND AV,020400200182,1384203,413993,92.00,2000,B202104539,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 08/31/2021,CBHCODE
1737  GRAND AV,020400200182,1384203,413993,92.00,2000,B202104539,BCOE413,PAINT EXTERIOR, 08/31/2021,CBHCODE
1737  GRAND AV,020400200182,1384203,413993,92.00,2000,B202104539,CD06675004,REPAIR WINDOWS, 08/31/2021,CBHCODE
1737  GRAND AV,020400200182,1384203,413993,92.00,2000,B202104539,CD06675011,REPAIR LEAK AND DAMAGE, 08/31/2021,CBHCODE
1737  GRAND AV,020400200182,1384203,413993,92.00,2000,B202104539,CD06675012,REPAIR BATH OR SHOWER, 08/31/2021,CBHCODE
1737  GRAND AV,020400200182,1384203,413993,92.00,2000,B202104539,CD06675013,REPAIR SINK, 08/31/2021,CBHCODE
1737  GRAND AV,020400200182,1384203,413993,92.00,2000,B202104539,CD06675019,INSECT AND RODENT CONTROL, 08/31/2021,CBHCODE
1737  GRAND AV,020400200182,1384203,413993,92.00,2000,B202205312,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 10/13/2022,CBHCODE
1737  GRAND AV,020400200182,1384203,413993,92.00,2000,B202205312,BCOE413,PAINT EXTERIOR, 10/13/2022,CBHCODE
1737  GRAND AV,020400200182,1384203,413993,92.00,2000,B202205312,CD07272856,REPAIR WINDOWS, 10/13/2022,CBHCODE
1737  GRAND AV,020400200182,1384203,413993,92.00,2000,B202205312,CD07272862,TOILET ROOM SURFACES, 10/13/2022,CBHCODE
1737  GRAND AV,020400200182,1384203,413993,92.00,2000,B202205312,CD07272863,REPAIR LEAK AND DAMAGE, 10/13/2022,CBHCODE
1737  GRAND AV,020400200182,1384203,413993,92.00,2000,B202205312,CD07272864,REPAIR BATH OR SHOWER, 10/13/2022,CBHCODE
1737  GRAND AV,020400200182,1384203,413993,92.00,2000,B202205312,CD07272865,REPAIR SINK, 10/13/2022,CBHCODE
1737  GRAND AV,020400200182,1384203,413993,92.00,2000,B202205312,CD07272871,INSECT AND RODENT CONTROL, 10/13/2022,CBHCODE
1745  GRAND AV,020400200183,1384266,414068,92.00,2000,B202301036,CD07432309,REPAIR WATER CLOSET (TOILET), 02/10/2023,CBHCODE
1745  GRAND AV,020400200183,1384266,414068,92.00,2000,B202301036,CD07432311,REPAIR MECHANICAL VENT, 02/10/2023,CBHCODE
1745  GRAND AV,020400200183,1384266,414068,92.00,2000,B202206232,BCOE617,REPAIR BATH OR SHOWER, 01/11/2023,CBHCODE
1745  GRAND AV,020400200183,1384266,414068,92.00,2000,B202206232,BCOE619,REPAIR WATER CLOSET (TOILET), 01/11/2023,CBHCODE
1745  GRAND AV,020400200183,1384266,414068,92.00,2000,B202206232,BCOE621,TOILET ROOM SURFACES, 01/11/2023,CBHCODE
1745  GRAND AV,020400200183,1384266,414068,92.00,2000,B202206232,CD07389610,PAINT EXTERIOR, 01/11/2023,CBHCODE
1745  GRAND AV,020400200183,1384266,414068,92.00,2000,B202206232,CD07389619,REPAIR SIDING, 01/11/2023,CBHCODE
1745  GRAND AV,020400200183,1384266,414068,92.00,2000,B202206232,CD07389620,REPAIR MECHANICAL VENT, 01/11/2023,CBHCODE
1745  GRAND AV,020400200183,1384266,414068,92.00,2000,B202300696,CD07397296,VACATE THE BUILDING, 01/17/2023,CBHCODE
1745  GRAND AV,020400200183,1384266,414068,92.00,2000,B202301127,CD07448732,PAINT EXTERIOR, 02/21/2023,CBHCODE
1745  GRAND AV,020400200183,1384266,414068,92.00,2000,B202301127,BCOE617,REPAIR BATH OR SHOWER, 02/21/2023,CBHCODE
1745  GRAND AV,020400200183,1384266,414068,92.00,2000,B202301127,BCOE619,REPAIR WATER CLOSET (TOILET), 02/21/2023,CBHCODE
1745  GRAND AV,020400200183,1384266,414068,92.00,2000,B202301127,BCOE621,TOILET ROOM SURFACES, 02/21/2023,CBHCODE
1745  GRAND AV,020400200183,1384266,414068,92.00,2000,B202301127,CD07448741,REPAIR SIDING, 02/21/2023,CBHCODE
1745  GRAND AV,020400200183,1384266,414068,92.00,2000,B202301127,CD07448742,REPAIR MECHANICAL VENT, 02/21/2023,CBHCODE
1745  GRAND AV,020400200183,1384266,414068,92.00,2000,B202301128,CD07448743,VACATE THE BUILDING, 02/21/2023,CBHCODE
1745  GRAND AV,020400200183,1384266,414068,92.00,2000,B202301036,CD07432310,TOILET ROOM SURFACES, 02/10/2023,CBHCODE
1745  GRAND AV,020400200183,1384266,414068,92.00,2000,B202301036,CD07432298,PAINT EXTERIOR, 02/10/2023,CBHCODE
1745  GRAND AV,020400200183,1384266,414068,92.00,2000,B202301036,CD07432307,REPAIR SIDING, 02/10/2023,CBHCODE
1745  GRAND AV,020400200183,1384266,414068,92.00,2000,B202301036,CD07432308,REPAIR BATH OR SHOWER, 02/10/2023,CBHCODE
1748  QUEBEC RD,020400140155,1380748,414435,92.00,2000,B202104666,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 09/09/2021,CBHCODE
1757  PATRICK DR,020400200148,1383939,414267,92.00,2000,B201905978,BCOE413,PAINT EXTERIOR, 09/23/2019,CBHCODE
1783  PROVINCIAL CT,020400190078,1382129,414529,92.00,2000,B202202213,BCOE652,REPAIR DRYER VENT, 04/22/2022,CBHCODE
1783  PROVINCIAL CT,020400190078,1382129,414529,92.00,2000,B202202213,BCOE667,INSECT AND RODENT CONTROL, 04/22/2022,CBHCODE
1783  PROVINCIAL CT,020400190078,1382129,414529,92.00,2000,B202202213,CD06982301,DEFECTIVE PLUMBING LINES, 04/22/2022,CBHCODE
1783  PROVINCIAL CT,020400190078,1382129,414529,92.00,2000,B202202213,CD06982308,REPAIR LEAK AND DAMAGE, 04/22/2022,CBHCODE
1783  PROVINCIAL CT,020400190078,1382129,414529,92.00,2000,B202202213,CD06982310,REPAIR MECHANICAL VENT, 04/22/2022,CBHCODE
1783  PROVINCIAL CT,020400190078,1382129,414529,92.00,2000,B202202213,CD06982312,TOILET ROOM VENTILATION, 04/22/2022,CBHCODE
1783  PROVINCIAL CT,020400190078,1382129,414529,92.00,2000,B202202213,CD06982313,TOILET ROOM SURFACES, 04/22/2022,CBHCODE
1783  PROVINCIAL CT,020400190078,1382129,414529,92.00,2000,B202202354,CD07025925,VACATE THE BUILDING, 05/20/2022,CBHCODE
1790  PROVINCIAL CT,020400190079,1382200,414528,92.00,2000,B202103135,CD06575127,REPAIR LEAK AND DAMAGE, 07/08/2021,CBHCODE
1790  PROVINCIAL CT,020400190079,1382200,414528,92.00,2000,B202103135,CD06575128,TOILET ROOM SURFACES, 07/08/2021,CBHCODE
1790  PROVINCIAL CT,020400190079,1382200,414528,92.00,2000,B202103135,CD06575129,REPAIR SINK, 07/08/2021,CBHCODE
1792  PATRICK DR,020400200163,1384129,414671,92.00,2000,B202106206,BCOE400,REPAIR ROOF, 02/17/2022,CBHCODE
1792  PATRICK DR,020400200163,1384129,414671,92.00,2000,B202106206,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 02/17/2022,CBHCODE
1792  PATRICK DR,020400200163,1384129,414671,92.00,2000,B202106206,CD06881552,PAINT EXTERIOR, 02/17/2022,CBHCODE
1792  PATRICK DR,020400200163,1384129,414671,92.00,2000,B202206465,BCOE400,REPAIR ROOF, 12/16/2022,CBHCODE
1792  PATRICK DR,020400200163,1384129,414671,92.00,2000,B202206465,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 12/16/2022,CBHCODE
1792  PATRICK DR,020400200163,1384129,414671,92.00,2000,B202206465,BCOE413,PAINT EXTERIOR, 12/16/2022,CBHCODE
1792  PATRICK DR,020400200163,1384129,414671,92.00,2000,B202206465,BCOE414,REPAIR WINDOWS, 12/16/2022,CBHCODE
1857  GRAND AV,017200130005,1384243,414431,92.00,2000,B201802400,CD04862835,REPAIR LEAK AND DAMAGE, 03/16/2018,CBHCODE
1857  GRAND AV,017200130005,1384243,414431,92.00,2000,B201802400,BCOE400,REPAIR ROOF, 03/16/2018,CBHCODE
1862  PROVINCIAL CT,020400190085,1382220,414990,92.00,2000,B201707490,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 01/03/2018,CBHCODE
1862  PROVINCIAL CT,020400190085,1382220,414990,92.00,2000,B201707490,BCOE411,REPAIR SIDING, 01/03/2018,CBHCODE
1862  PROVINCIAL CT,020400190085,1382220,414990,92.00,2000,B201707490,CD04755923,REPAIR DRYER VENT, 01/03/2018,CBHCODE
1862  PROVINCIAL CT,020400190085,1382220,414990,92.00,2000,B201707490,CD04755925,REPAIR BATH OR SHOWER, 01/03/2018,CBHCODE
1862  PROVINCIAL CT,020400190085,1382220,414990,92.00,2000,B202002470,CD05984722,REPAIR SINK, 05/26/2020,CBHCODE
1862  PROVINCIAL CT,020400190085,1382220,414990,92.00,2000,B202002470,BCOE600,PAINT HALLS, 05/26/2020,CBHCODE
1862  PROVINCIAL CT,020400190085,1382220,414990,92.00,2000,B202002470,CD05984718,REPAIR LEAK AND DAMAGE, 05/26/2020,CBHCODE
1862  PROVINCIAL CT,020400190085,1382220,414990,92.00,2000,B202205734,CD07306199,DEFECTIVE PLUMBING LINES, 11/04/2022,CBHCODE
1862  PROVINCIAL CT,020400190085,1382220,414990,92.00,2000,B202205734,BCOE606,PAINT OR PAPER ROOMS, 11/04/2022,CBHCODE
1862  PROVINCIAL CT,020400190085,1382220,414990,92.00,2000,B202205734,BCOE617,REPAIR BATH OR SHOWER, 11/04/2022,CBHCODE
1862  PROVINCIAL CT,020400190085,1382220,414990,92.00,2000,B202205734,BCOE621,TOILET ROOM SURFACES, 11/04/2022,CBHCODE
1862  PROVINCIAL CT,020400190085,1382220,414990,92.00,2000,B202205734,BCOE667,INSECT AND RODENT CONTROL, 11/04/2022,CBHCODE
1862  PROVINCIAL CT,020400190085,1382220,414990,92.00,2000,B202205734,CD07306203,REPAIR WATER CLOSET (TOILET), 11/04/2022,CBHCODE
1862  PROVINCIAL CT,020400190085,1382220,414990,92.00,2000,B202205734,CD07306204,SEWER CONNECT DOWNSPOUTS, 11/04/2022,CBHCODE
1867  PROVINCIAL CT,020400190071,1382070,414967,92.00,2000,B202106247,CD06796401,DEFECTIVE PLUMBING LINES, 12/02/2021,CBHCODE
1867  PROVINCIAL CT,020400190071,1382070,414967,92.00,2000,B202106247,CD06796405,REPAIR LEAK AND DAMAGE, 12/02/2021,CBHCODE
1942  QUEBEC RD,020400140016,1381513,414929,92.00,2000,B202204920,BCOE400,REPAIR ROOF, 10/21/2022,CBHCODE
1942  QUEBEC RD,020400140016,1381513,414929,92.00,2000,B202204920,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 10/21/2022,CBHCODE
1942  QUEBEC RD,020400140016,1381513,414929,92.00,2000,B202204920,BCOE414,REPAIR WINDOWS, 10/21/2022,CBHCODE
2024  QUEBEC RD,020400190066,1381861,415074,92.00,2000,B202200660,CD06863916,DEFECTIVE PLUMBING LINES, 02/02/2022,CBHCODE
2024  QUEBEC RD,020400190066,1381861,415074,92.00,2000,B202200660,BCOE652,REPAIR DRYER VENT, 02/02/2022,CBHCODE
2024  QUEBEC RD,020400190066,1381861,415074,92.00,2000,B202200660,BCOE667,INSECT AND RODENT CONTROL, 02/02/2022,CBHCODE
2024  QUEBEC RD,020400190066,1381861,415074,92.00,2000,B202200660,CD06863914,TOILET ROOM SURFACES, 02/02/2022,CBHCODE
2024  QUEBEC RD,020400190066,1381861,415074,92.00,2000,B202300704,CD07404108,DEFECTIVE PLUMBING LINES, 01/20/2023,CBHCODE
2024  QUEBEC RD,020400190066,1381861,415074,92.00,2000,B202300704,BCOE414,REPAIR WINDOWS, 01/20/2023,CBHCODE
2024  QUEBEC RD,020400190066,1381861,415074,92.00,2000,B202300704,CD07404106,REPAIR WINDOWS, 01/20/2023,CBHCODE
2100  QUEBEC RD,020400190086,1382095,415117,92.00,2000,B201905536,BCOE652,REPAIR DRYER VENT, 07/31/2019,CBHCODE
2100  QUEBEC RD,020400190086,1382095,415117,92.00,2000,B201905536,CD05621069,REPAIR MECHANICAL VENT, 07/31/2019,CBHCODE
2100  QUEBEC RD,020400190086,1382095,415117,92.00,2000,B201905536,CD05621081,REPAIR LEAK AND DAMAGE, 07/31/2019,CBHCODE
2100  QUEBEC RD,020400190086,1382095,415117,92.00,2000,B201905536,CD05621087,TOILET ROOM SURFACES, 07/31/2019,CBHCODE
2100  QUEBEC RD,020400190086,1382095,415117,92.00,2000,B201905536,CD05621086,REPAIR SINK, 07/31/2019,CBHCODE
2200  QUEBEC RD,020400190055,1382542,415168,92.00,2000,B201903664,BCOE401,REPAIR FLASHING, 05/01/2019,CBHCODE
2200  QUEBEC RD,020400190055,1382542,415168,92.00,2000,B201903664,BCOE411,REPAIR SIDING, 05/01/2019,CBHCODE
2200  QUEBEC RD,020400190055,1382542,415168,92.00,2000,B201903664,BCOE413,PAINT EXTERIOR, 05/01/2019,CBHCODE
2200  QUEBEC RD,020400190055,1382542,415168,92.00,2000,B202000019,BCOE401,REPAIR FLASHING, 01/08/2020,CBHCODE
2200  QUEBEC RD,020400190055,1382542,415168,92.00,2000,B202000019,BCOE411,REPAIR SIDING, 01/08/2020,CBHCODE
2200  QUEBEC RD,020400190055,1382542,415168,92.00,2000,B202000019,BCOE413,PAINT EXTERIOR, 01/08/2020,CBHCODE
2212  QUEBEC RD,020500200075,1382730,415421,92.00,2000,B201803496,CD04978737,REPAIR GUTTERS AND DOWNSPOUTS, 05/30/2018,CBHCODE
2212  QUEBEC RD,020500200075,1382730,415421,92.00,2000,B201803496,CD04978736,REPAIR LEAK AND DAMAGE, 05/30/2018,CBHCODE
2248  QUEBEC RD,020500200112,1382881,415662,92.00,2000,B202002927,BCOE414,REPAIR WINDOWS, 06/02/2020,CBHCODE
2255  SCHOEDINGER AV,020500200095,1383082,415653,92.00,2000,B202104493,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 08/25/2021,CBHCODE
2256  GRAEBE AV,020500200028,1383319,415637,92.00,2000,B201801974,CD04831668,DEFECTIVE PLUMBING LINES, 02/27/2018,CBHCODE
2256  GRAEBE AV,020500200028,1383319,415637,92.00,2000,B201801974,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 02/27/2018,CBHCODE
2256  GRAEBE AV,020500200028,1383319,415637,92.00,2000,B201801974,BCOE406,SEWER CONNECT DOWNSPOUTS, 02/27/2018,CBHCODE
2256  GRAEBE AV,020500200028,1383319,415637,92.00,2000,B201801974,BCOE413,PAINT EXTERIOR, 02/27/2018,CBHCODE
2256  GRAEBE AV,020500200028,1383319,415637,92.00,2000,B202104644,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 09/09/2021,CBHCODE
2256  GRAEBE AV,020500200028,1383319,415637,92.00,2000,B202104644,BCOE406,SEWER CONNECT DOWNSPOUTS, 09/09/2021,CBHCODE
2256  GRAEBE AV,020500200028,1383319,415637,92.00,2000,B202104644,BCOE413,PAINT EXTERIOR, 09/09/2021,CBHCODE
2256  GRAEBE AV,020500200028,1383319,415637,92.00,2000,B202104644,CD06681566,DEFECTIVE PLUMBING LINES, 09/09/2021,CBHCODE
2292  SCHOEDINGER AV,020500200014,1383437,416050,92.00,2000,B201900040,BCOE400,REPAIR ROOF, 02/21/2019,CBHCODE
2292  SCHOEDINGER AV,020500200014,1383437,416050,92.00,2000,B201900040,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 02/21/2019,CBHCODE
2292  SCHOEDINGER AV,020500200014,1383437,416050,92.00,2000,B201900040,CD05376109,REPAIR LEAK AND DAMAGE, 02/21/2019,CBHCODE
2292  SCHOEDINGER AV,020500200014,1383437,416050,92.00,2000,B201807078,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 10/18/2018,CBHCODE
2292  SCHOEDINGER AV,020500200014,1383437,416050,92.00,2000,B201807078,CD05214235,REPAIR MECHANICAL VENT, 10/18/2018,CBHCODE
2292  SCHOEDINGER AV,020500200014,1383437,416050,92.00,2000,B201807078,CD05214236,REPAIR LEAK AND DAMAGE, 10/18/2018,CBHCODE
2292  SCHOEDINGER AV,020500200014,1383437,416050,92.00,2000,B201807078,CD05214239,REPAIR ROOF, 10/18/2018,CBHCODE
2318  QUEBEC RD,020500200114,1383562,416467,92.00,2000,B202206473,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 01/13/2023,CBHCODE
2318  QUEBEC RD,020500200114,1383562,416467,92.00,2000,B202201361,BCOE404,REPAIR GUTTERS AND DOWNSPOUTS, 06/06/2022,CBHCODE
3010 W LIBERTY ST,020400200026,1383872,413187,92.00,2000,B202006423,CD06302185,REPAIR ROOF, 01/07/2021,CBHCODE
